Match A,Match B,Type,Topic,Meme
1800.07.21_AberdeenJournal_0001,1800.06.19_DerbyMercury_0003,,,
1800.07.21_AberdeenJournal_0001,1800.06.24_HullPacket_0004,,,
1800.07.21_AberdeenJournal_0001,1800.06.30_PortsmouthTelegraph_0004,,,
1800.07.21_AberdeenJournal_0001,1800.07.05_IpswichJournal_0004,,,
1800.07.21_AberdeenJournal_0001,1800.07.07_PortsmouthTelegraph_0002,,,
1800.07.21_AberdeenJournal_0001,1800.07.10_DerbyMercury_0003,,,
1800.07.21_AberdeenJournal_0001,1800.07.12_IpswichJournal_0004,,,
1800.07.21_AberdeenJournal_0001,1800.07.17_CaledonianMercury_0004,,,
1800.07.21_AberdeenJournal_0001,1800.07.19_IpswichJournal_0003,,,
1800.07.21_AberdeenJournal_0001,1800.07.19_JacksonsOxfordJournal_0002,,,
1800.07.21_AberdeenJournal_0001,1800.07.21_PortsmouthTelegraph_0001,,,
1800.07.21_AberdeenJournal_0002,1800.07.12_CaledonianMercury_0002,,,
1800.07.21_AberdeenJournal_0002,1800.07.12_JacksonsOxfordJournal_0002,,,
1800.07.21_AberdeenJournal_0002,1800.07.14_CaledonianMercury_0003,,,
1800.07.21_AberdeenJournal_0002,1800.07.14_PortsmouthTelegraph_0004,,,
1800.07.21_AberdeenJournal_0002,1800.07.15_HullPacket_0001,,,
1800.07.21_AberdeenJournal_0002,1800.07.21_CaledonianMercury_0004,,,
1800.07.21_AberdeenJournal_0003,1800.07.14_PortsmouthTelegraph_0003,,,
1800.07.21_AberdeenJournal_0003,1800.07.17_CaledonianMercury_0002,,,
1800.07.21_AberdeenJournal_0003,1800.07.19_JacksonsOxfordJournal_0004,,,
1800.07.21_AberdeenJournal_0004,1800.07.19_CaledonianMercury_0002,,,
1800.07.21_PortsmouthTelegraph_0001,1800.07.12_JacksonsOxfordJournal_0001,,,
1800.07.21_PortsmouthTelegraph_0001,1800.07.19_JacksonsOxfordJournal_0001,,,
1800.07.21_PortsmouthTelegraph_0004,1800.07.19_JacksonsOxfordJournal_0002,,,
1800.07.22_HullPacket_0001,1800.07.19_JacksonsOxfordJournal_0002,,,
1800.07.22_HullPacket_0001,1800.07.21_AberdeenJournal_0001,,,
1800.07.22_HullPacket_0004,1800.06.26_DerbyMercury_0002,,,
1800.07.24_DerbyMercury_0001,1800.07.21_AberdeenJournal_0001,,,
1800.07.24_DerbyMercury_0002,1800.06.16_AberdeenJournal_0003,,,
1800.07.24_DerbyMercury_0002,1800.06.23_AberdeenJournal_0003,,,
1800.07.24_DerbyMercury_0002,1800.06.24_HullPacket_0004,,,
1800.07.24_DerbyMercury_0002,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.07.24_DerbyMercury_0002,1800.06.30_AberdeenJournal_0003,,,
1800.07.24_DerbyMercury_0002,1800.06.30_PortsmouthTelegraph_0004,,,
1800.07.24_DerbyMercury_0002,1800.07.07_PortsmouthTelegraph_0002,,,
1800.07.24_DerbyMercury_0002,1800.07.21_AberdeenJournal_0001,,,
1800.07.24_DerbyMercury_0002,1800.07.24_CaledonianMercury_0002,,,
1800.07.24_DerbyMercury_0003,1800.07.01_HullPacket_0001,,,
1800.07.24_DerbyMercury_0003,1800.07.07_AberdeenJournal_0004,,,
1800.07.24_DerbyMercury_0003,1800.07.07_PortsmouthTelegraph_0001,,,
1800.07.24_DerbyMercury_0003,1800.07.12_JacksonsOxfordJournal_0001,,,
1800.07.24_DerbyMercury_0003,1800.07.17_TrewmansExeterFlyingPost_0004,,,
1800.07.24_DerbyMercury_0003,1800.07.19_CaledonianMercury_0002,,,
1800.07.24_DerbyMercury_0003,1800.07.19_JacksonsOxfordJournal_0001,,,
1800.07.24_DerbyMercury_0003,1800.07.19_JacksonsOxfordJournal_0002,,,
1800.07.24_DerbyMercury_0003,1800.07.21_PortsmouthTelegraph_0001,,,
1800.07.24_DerbyMercury_0003,1800.07.21_PortsmouthTelegraph_0004,,,
1800.07.24_DerbyMercury_0003,1800.07.22_HullPacket_0001,,,
1800.07.24_TrewmansExeterFlyingPost_0001,1800.07.21_AberdeenJournal_0001,,,
1800.07.24_TrewmansExeterFlyingPost_0003,1800.07.24_CaledonianMercury_0002,,,
1800.07.24_TrewmansExeterFlyingPost_0004,1800.07.07_PortsmouthTelegraph_0001,,,
1800.07.24_TrewmansExeterFlyingPost_0004,1800.07.12_JacksonsOxfordJournal_0001,,,
1800.07.24_TrewmansExeterFlyingPost_0004,1800.07.19_JacksonsOxfordJournal_0001,,,
1800.07.24_TrewmansExeterFlyingPost_0004,1800.07.24_DerbyMercury_0003,,,
1800.07.26_CaledonianMercury_0003,1800.07.21_AberdeenJournal_0004,,,
1800.07.26_IpswichJournal_0004,1800.02.11_HullPacket_0004,,,
1800.07.26_IpswichJournal_0004,1800.04.07_CaledonianMercury_0004,,,
1800.07.26_IpswichJournal_0004,1800.04.12_JacksonsOxfordJournal_0004,,,
1800.07.26_IpswichJournal_0004,1800.05.15_DerbyMercury_0001,,,
1800.07.26_IpswichJournal_0004,1800.06.26_TrewmansExeterFlyingPost_0004,,,
1800.07.26_IpswichJournal_0004,1800.07.03_DerbyMercury_0003,,,
1800.07.26_IpswichJournal_0004,1800.07.07_PortsmouthTelegraph_0004,,,
1800.07.26_IpswichJournal_0004,1800.07.15_HullPacket_0004,,,
1800.07.26_IpswichJournal_0004,1800.07.19_JacksonsOxfordJournal_0001,,,
1800.07.26_IpswichJournal_0004,1800.07.26_CaledonianMercury_0002,,,
1800.07.26_IpswichJournal_0004,1800.07.26_JacksonsOxfordJournal_0001,,,
1800.07.26_IpswichJournal_0004,1800.07.26_JacksonsOxfordJournal_0002,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.01_HullPacket_0001,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.03_DerbyMercury_0001,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.07_AberdeenJournal_0004,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.07_PortsmouthTelegraph_0001,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.14_PortsmouthTelegraph_0001,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.17_TrewmansExeterFlyingPost_0004,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.21_PortsmouthTelegraph_0001,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.24_CaledonianMercury_0002,,,
1800.07.26_JacksonsOxfordJournal_0001,1800.07.24_DerbyMercury_0003,,,
1800.07.26_JacksonsOxfordJournal_0002,1800.07.26_CaledonianMercury_0002,,,
1800.07.26_JacksonsOxfordJournal_0004,1800.01.13_CaledonianMercury_0001,,,
1800.07.26_JacksonsOxfordJournal_0004,1800.01.28_HullPacket_0004,,,
1800.07.26_JacksonsOxfordJournal_0004,1800.07.24_CaledonianMercury_0002,,,
1800.07.28_AberdeenJournal_0002,1800.07.19_JacksonsOxfordJournal_0002,,,
1800.07.28_AberdeenJournal_0002,1800.07.21_CaledonianMercury_0002,,,
1800.07.28_AberdeenJournal_0002,1800.07.24_DerbyMercury_0003,,,
1800.07.28_AberdeenJournal_0004,1800.07.24_CaledonianMercury_0002,,,
1800.07.28_AberdeenJournal_0004,1800.07.26_JacksonsOxfordJournal_0001,,,
1800.07.28_CaledonianMercury_0002,1800.07.26_JacksonsOxfordJournal_0002,,,
1800.07.28_CaledonianMercury_0004,1800.07.19_JacksonsOxfordJournal_0004,,,
1800.07.28_PortsmouthTelegraph_0004,1800.07.26_CaledonianMercury_0002,,,
1800.07.28_PortsmouthTelegraph_0004,1800.07.26_IpswichJournal_0004,,,
1800.07.28_PortsmouthTelegraph_0004,1800.07.26_JacksonsOxfordJournal_0002,,,
1800.07.29_HullPacket_0004,1800.01.13_CaledonianMercury_0001,,,
1800.07.29_HullPacket_0004,1800.06.14_JacksonsOxfordJournal_0001,,,
1800.07.29_HullPacket_0004,1800.07.26_CaledonianMercury_0002,,,
1800.07.29_HullPacket_0004,1800.07.26_IpswichJournal_0004,,,
1800.07.29_HullPacket_0004,1800.07.26_JacksonsOxfordJournal_0002,,,
1800.07.29_HullPacket_0004,1800.07.26_JacksonsOxfordJournal_0004,,,
1800.07.29_HullPacket_0004,1800.07.28_PortsmouthTelegraph_0004,,,
1800.07.31_DerbyMercury_0003,1800.01.13_CaledonianMercury_0001,,,
1800.07.31_DerbyMercury_0003,1800.06.12_TrewmansExeterFlyingPost_0004,,,
1800.07.31_DerbyMercury_0003,1800.06.14_JacksonsOxfordJournal_0001,,,
1800.07.31_DerbyMercury_0003,1800.07.26_CaledonianMercury_0002,,,
1800.07.31_DerbyMercury_0003,1800.07.26_IpswichJournal_0004,,,
1800.07.31_TrewmansExeterFlyingPost_0003,1800.07.31_CaledonianMercury_0003,,,
1800.07.31_TrewmansExeterFlyingPost_0004,1800.07.01_HullPacket_0001,,,
1800.07.31_TrewmansExeterFlyingPost_0004,1800.07.07_PortsmouthTelegraph_0001,,,
1800.07.31_TrewmansExeterFlyingPost_0004,1800.07.12_JacksonsOxfordJournal_0001,,,
1800.07.31_TrewmansExeterFlyingPost_0004,1800.07.19_JacksonsOxfordJournal_0001,,,
1800.07.31_TrewmansExeterFlyingPost_0004,1800.07.24_DerbyMercury_0003,,,
1800.07.31_TrewmansExeterFlyingPost_0004,1800.07.26_JacksonsOxfordJournal_0001,,,
1800.08.02_IpswichJournal_0002,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.02_IpswichJournal_0002,1800.08.02_JacksonsOxfordJournal_0004,,,
1800.08.02_IpswichJournal_0004,1800.07.31_DerbyMercury_0004,,,
1800.08.02_IpswichJournal_0004,1800.08.02_JacksonsOxfordJournal_0001,,,
1800.08.02_IpswichJournal_0004,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.06.09_PortsmouthTelegraph_0001,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.06.10_HullPacket_0004,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.06.12_DerbyMercury_0002,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.06.19_DerbyMercury_0003,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.06.26_DerbyMercury_0002,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.06.28_IpswichJournal_0004,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.07.10_DerbyMercury_0001,,,
1800.08.02_JacksonsOxfordJournal_0001,1800.07.31_CaledonianMercury_0002,,,
1800.08.02_JacksonsOxfordJournal_0002,1800.07.31_DerbyMercury_0004,,,
1800.08.02_JacksonsOxfordJournal_0002,1800.08.02_CaledonianMercury_0003,,,
1800.08.04_AberdeenJournal_0001,1800.01.20_CaledonianMercury_0001,,,
1800.08.04_AberdeenJournal_0001,1800.01.28_HullPacket_0004,,,
1800.08.04_AberdeenJournal_0001,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.08.04_AberdeenJournal_0001,1800.04.08_HullPacket_0004,,,
1800.08.04_AberdeenJournal_0001,1800.04.24_TrewmansExeterFlyingPost_0004,,,
1800.08.04_AberdeenJournal_0001,1800.05.08_CaledonianMercury_0004,,,
1800.08.04_AberdeenJournal_0001,1800.06.09_PortsmouthTelegraph_0001,,,
1800.08.04_AberdeenJournal_0001,1800.06.12_DerbyMercury_0002,,,
1800.08.04_AberdeenJournal_0001,1800.06.24_HullPacket_0004,,,
1800.08.04_AberdeenJournal_0001,1800.06.30_PortsmouthTelegraph_0004,,,
1800.08.04_AberdeenJournal_0001,1800.07.17_CaledonianMercury_0004,,,
1800.08.04_AberdeenJournal_0001,1800.07.28_CaledonianMercury_0004,,,
1800.08.04_AberdeenJournal_0001,1800.08.04_PortsmouthTelegraph_0004,,,
1800.08.04_AberdeenJournal_0002,1800.07.26_CaledonianMercury_0002,,,
1800.08.04_AberdeenJournal_0002,1800.07.26_IpswichJournal_0004,,,
1800.08.04_AberdeenJournal_0002,1800.07.26_JacksonsOxfordJournal_0002,,,
1800.08.04_AberdeenJournal_0002,1800.07.28_CaledonianMercury_0002,,,
1800.08.04_AberdeenJournal_0002,1800.07.28_CaledonianMercury_0003,,,
1800.08.04_AberdeenJournal_0002,1800.07.28_PortsmouthTelegraph_0004,,,
1800.08.04_AberdeenJournal_0002,1800.07.29_HullPacket_0004,,,
1800.08.04_AberdeenJournal_0003,1800.07.31_CaledonianMercury_0003,,,
1800.08.04_AberdeenJournal_0003,1800.07.31_TrewmansExeterFlyingPost_0003,,,
1800.08.04_AberdeenJournal_0003,1800.08.02_JacksonsOxfordJournal_0004,,,
1800.08.04_AberdeenJournal_0004,1800.07.31_DerbyMercury_0004,,,
1800.08.04_AberdeenJournal_0004,1800.08.02_CaledonianMercury_0003,,,
1800.08.04_AberdeenJournal_0004,1800.08.02_IpswichJournal_0004,,,
1800.08.04_AberdeenJournal_0004,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.04_CaledonianMercury_0002,1800.08.02_IpswichJournal_0002,,,
1800.08.04_CaledonianMercury_0002,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.04_PortsmouthTelegraph_0003,1800.08.04_CaledonianMercury_0002,,,
1800.08.04_PortsmouthTelegraph_0004,1800.05.10_JacksonsOxfordJournal_0002,,,
1800.08.04_PortsmouthTelegraph_0004,1800.06.12_DerbyMercury_0002,,,
1800.08.04_PortsmouthTelegraph_0004,1800.06.16_AberdeenJournal_0003,,,
1800.08.04_PortsmouthTelegraph_0004,1800.06.19_DerbyMercury_0003,,,
1800.08.04_PortsmouthTelegraph_0004,1800.06.23_AberdeenJournal_0003,,,
1800.08.04_PortsmouthTelegraph_0004,1800.06.26_DerbyMercury_0002,,,
1800.08.04_PortsmouthTelegraph_0004,1800.06.30_AberdeenJournal_0003,,,
1800.08.04_PortsmouthTelegraph_0004,1800.07.01_HullPacket_0004,,,
1800.08.04_PortsmouthTelegraph_0004,1800.07.21_AberdeenJournal_0001,,,
1800.08.04_PortsmouthTelegraph_0004,1800.07.24_DerbyMercury_0002,,,
1800.08.04_PortsmouthTelegraph_0004,1800.07.31_CaledonianMercury_0002,,,
1800.08.04_PortsmouthTelegraph_0004,1800.08.02_JacksonsOxfordJournal_0001,,,
1800.08.05_HullPacket_0001,1800.08.02_CaledonianMercury_0003,,,
1800.08.05_HullPacket_0001,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.07_CaledonianMercury_0001,1800.07.19_IpswichJournal_0003,,,
1800.08.07_CaledonianMercury_0001,1800.07.21_AberdeenJournal_0001,,,
1800.08.07_DerbyMercury_0001,1800.08.02_IpswichJournal_0002,,,
1800.08.07_DerbyMercury_0002,1800.08.07_CaledonianMercury_0002,,,
1800.08.07_DerbyMercury_0003,1800.05.10_JacksonsOxfordJournal_0002,,,
1800.08.07_DerbyMercury_0003,1800.05.17_JacksonsOxfordJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.05.22_CaledonianMercury_0004,,,
1800.08.07_DerbyMercury_0003,1800.05.22_IpswichJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.05.26_CaledonianMercury_0001,,,
1800.08.07_DerbyMercury_0003,1800.06.02_CaledonianMercury_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.05_TrewmansExeterFlyingPost_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.07_IpswichJournal_0001,,,
1800.08.07_DerbyMercury_0003,1800.06.09_CaledonianMercury_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.09_PortsmouthTelegraph_0001,,,
1800.08.07_DerbyMercury_0003,1800.06.10_HullPacket_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.16_AberdeenJournal_0003,,,
1800.08.07_DerbyMercury_0003,1800.06.16_PortsmouthTelegraph_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.23_AberdeenJournal_0003,,,
1800.08.07_DerbyMercury_0003,1800.06.23_PortsmouthTelegraph_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.24_HullPacket_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.28_IpswichJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.06.30_AberdeenJournal_0003,,,
1800.08.07_DerbyMercury_0003,1800.06.30_PortsmouthTelegraph_0004,,,
1800.08.07_DerbyMercury_0003,1800.07.01_HullPacket_0004,,,
1800.08.07_DerbyMercury_0003,1800.07.12_IpswichJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.07.12_JacksonsOxfordJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.07.19_IpswichJournal_0004,,,
1800.08.07_DerbyMercury_0003,1800.08.02_JacksonsOxfordJournal_0001,,,
1800.08.07_DerbyMercury_0003,1800.08.04_PortsmouthTelegraph_0004,,,
1800.08.09_IpswichJournal_0002,1800.08.09_CaledonianMercury_0003,,,
1800.08.09_IpswichJournal_0002,1800.08.09_JacksonsOxfordJournal_0001,,,
1800.08.09_IpswichJournal_0002,1800.08.09_JacksonsOxfordJournal_0002,,,
1800.08.09_IpswichJournal_0004,1800.07.14_CaledonianMercury_0004,,,
1800.08.09_IpswichJournal_0004,1800.08.09_JacksonsOxfordJournal_0004,,,
1800.08.09_JacksonsOxfordJournal_0001,1800.08.09_CaledonianMercury_0002,,,
1800.08.09_JacksonsOxfordJournal_0002,1800.08.09_CaledonianMercury_0003,,,
1800.08.09_JacksonsOxfordJournal_0004,1800.08.02_IpswichJournal_0002,,,
1800.08.09_JacksonsOxfordJournal_0004,1800.08.07_CaledonianMercury_0002,,,
1800.08.09_JacksonsOxfordJournal_0004,1800.08.07_CaledonianMercury_0003,,,
1800.08.11_AberdeenJournal_0001,1800.06.12_DerbyMercury_0002,,,
1800.08.11_AberdeenJournal_0001,1800.06.24_HullPacket_0004,,,
1800.08.11_AberdeenJournal_0001,1800.06.30_PortsmouthTelegraph_0004,,,
1800.08.11_AberdeenJournal_0002,1800.08.02_IpswichJournal_0002,,,
1800.08.11_AberdeenJournal_0002,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.11_AberdeenJournal_0002,1800.08.04_CaledonianMercury_0002,,,
1800.08.11_AberdeenJournal_0003,1800.08.02_CaledonianMercury_0003,,,
1800.08.11_AberdeenJournal_0003,1800.08.02_JacksonsOxfordJournal_0002,,,
1800.08.11_AberdeenJournal_0003,1800.08.07_CaledonianMercury_0002,,,
1800.08.11_AberdeenJournal_0003,1800.08.07_CaledonianMercury_0003,,,
1800.08.11_CaledonianMercury_0003,1800.08.09_IpswichJournal_0004,,,
1800.08.11_PortsmouthTelegraph_0004,1800.08.07_CaledonianMercury_0003,,,
1800.08.11_PortsmouthTelegraph_0004,1800.08.09_JacksonsOxfordJournal_0004,,,
1800.08.12_HullPacket_0002,1800.08.09_CaledonianMercury_0003,,,
1800.08.12_HullPacket_0004,1800.05.10_JacksonsOxfordJournal_0002,,,
1800.08.12_HullPacket_0004,1800.06.12_DerbyMercury_0002,,,
1800.08.12_HullPacket_0004,1800.06.19_DerbyMercury_0003,,,
1800.08.12_HullPacket_0004,1800.06.26_DerbyMercury_0002,,,
1800.08.12_HullPacket_0004,1800.06.30_PortsmouthTelegraph_0004,,,
1800.08.12_HullPacket_0004,1800.08.07_DerbyMercury_0003,,,
1800.08.12_HullPacket_0004,1800.08.09_CaledonianMercury_0003,,,
1800.08.14_CaledonianMercury_0002,1800.08.12_HullPacket_0003,,,
1800.08.14_DerbyMercury_0001,1800.08.09_CaledonianMercury_0003,,,
1800.08.14_DerbyMercury_0001,1800.08.09_IpswichJournal_0002,,,
1800.08.14_DerbyMercury_0001,1800.08.09_JacksonsOxfordJournal_0002,,,
1800.08.14_DerbyMercury_0001,1800.08.12_HullPacket_0002,,,
1800.08.14_DerbyMercury_0002,1800.08.12_HullPacket_0003,,,
1800.08.14_DerbyMercury_0002,1800.08.14_CaledonianMercury_0002,,,
1800.08.14_DerbyMercury_0002,1800.08.14_CaledonianMercury_0003,,,
1800.08.14_DerbyMercury_0003,1800.02.11_HullPacket_0004,,,
1800.08.14_DerbyMercury_0003,1800.02.22_IpswichJournal_0004,,,
1800.08.14_DerbyMercury_0003,1800.02.25_HullPacket_0004,,,
1800.08.14_DerbyMercury_0003,1800.04.07_CaledonianMercury_0004,,,
1800.08.14_DerbyMercury_0003,1800.04.12_JacksonsOxfordJournal_0004,,,
1800.08.14_DerbyMercury_0003,1800.06.16_AberdeenJournal_0003,,,
1800.08.14_DerbyMercury_0003,1800.06.16_PortsmouthTelegraph_0004,,,
1800.08.14_DerbyMercury_0003,1800.06.23_AberdeenJournal_0003,,,
1800.08.14_DerbyMercury_0003,1800.06.24_HullPacket_0004,,,
1800.08.14_DerbyMercury_0003,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.08.14_DerbyMercury_0003,1800.06.30_AberdeenJournal_0003,,,
1800.08.14_DerbyMercury_0003,1800.06.30_PortsmouthTelegraph_0004,,,
1800.08.14_DerbyMercury_0003,1800.07.01_HullPacket_0004,,,
1800.08.14_DerbyMercury_0003,1800.07.07_PortsmouthTelegraph_0002,,,
1800.08.14_DerbyMercury_0003,1800.07.07_PortsmouthTelegraph_0004,,,
1800.08.14_DerbyMercury_0003,1800.07.21_AberdeenJournal_0001,,,
1800.08.14_DerbyMercury_0003,1800.07.26_IpswichJournal_0004,,,
1800.08.14_DerbyMercury_0003,1800.08.04_AberdeenJournal_0001,,,
1800.08.14_DerbyMercury_0003,1800.08.04_CaledonianMercury_0004,,,
1800.08.14_DerbyMercury_0003,1800.08.11_PortsmouthTelegraph_0004,,,
1800.08.14_DerbyMercury_0003,1800.08.12_HullPacket_0004,,,
1800.08.14_TrewmansExeterFlyingPost_0002,1800.08.14_DerbyMercury_0002,,,
1800.08.16_IpswichJournal_0001,1800.04.12_CaledonianMercury_0001,,,
1800.08.16_IpswichJournal_0001,1800.04.24_CaledonianMercury_0001,,,
1800.08.16_IpswichJournal_0004,1800.08.14_TrewmansExeterFlyingPost_0004,,,
1800.08.16_IpswichJournal_0004,1800.08.16_JacksonsOxfordJournal_0004,,,
1800.08.16_JacksonsOxfordJournal_0001,1800.08.16_CaledonianMercury_0002,,,
1800.08.16_JacksonsOxfordJournal_0004,1800.08.12_HullPacket_0003,,,
1800.08.16_JacksonsOxfordJournal_0004,1800.08.14_CaledonianMercury_0002,,,
1800.08.16_JacksonsOxfordJournal_0004,1800.08.14_CaledonianMercury_0003,,,
1800.08.16_JacksonsOxfordJournal_0004,1800.08.14_DerbyMercury_0002,,,
1800.08.16_JacksonsOxfordJournal_0004,1800.08.14_TrewmansExeterFlyingPost_0002,,,
1800.08.18_AberdeenJournal_0002,1800.08.07_CaledonianMercury_0003,,,
1800.08.18_AberdeenJournal_0002,1800.08.09_CaledonianMercury_0002,,,
1800.08.18_AberdeenJournal_0002,1800.08.09_JacksonsOxfordJournal_0002,,,
1800.08.18_AberdeenJournal_0002,1800.08.11_CaledonianMercury_0002,,,
1800.08.18_AberdeenJournal_0003,1800.08.09_CaledonianMercury_0002,,,
1800.08.18_AberdeenJournal_0003,1800.08.12_HullPacket_0003,,,
1800.08.18_AberdeenJournal_0003,1800.08.14_CaledonianMercury_0002,,,
1800.08.18_AberdeenJournal_0003,1800.08.14_DerbyMercury_0002,,,
1800.08.18_AberdeenJournal_0003,1800.08.14_TrewmansExeterFlyingPost_0002,,,
1800.08.18_AberdeenJournal_0003,1800.08.16_JacksonsOxfordJournal_0004,,,
1800.08.18_AberdeenJournal_0004,1800.08.14_CaledonianMercury_0002,,,
1800.08.18_AberdeenJournal_0004,1800.08.14_TrewmansExeterFlyingPost_0003,,,
1800.08.18_CaledonianMercury_0001,1800.03.31_AberdeenJournal_0001,,,
1800.08.18_CaledonianMercury_0001,1800.04.08_HullPacket_0004,,,
1800.08.18_CaledonianMercury_0001,1800.08.04_AberdeenJournal_0001,,,
1800.08.18_CaledonianMercury_0002,1800.08.16_JacksonsOxfordJournal_0002,,,
1800.08.18_PortsmouthTelegraph_0004,1800.08.16_JacksonsOxfordJournal_0002,,,
1800.08.18_PortsmouthTelegraph_0004,1800.08.16_JacksonsOxfordJournal_0004,,,
1800.08.19_HullPacket_0004,1800.08.14_CaledonianMercury_0003,,,
1800.08.19_HullPacket_0004,1800.08.16_IpswichJournal_0004,,,
1800.08.19_HullPacket_0004,1800.08.16_JacksonsOxfordJournal_0002,,,
1800.08.21_DerbyMercury_0001,1800.08.16_JacksonsOxfordJournal_0002,,,
1800.08.21_DerbyMercury_0003,1800.06.12_TrewmansExeterFlyingPost_0004,,,
1800.08.21_DerbyMercury_0003,1800.06.14_JacksonsOxfordJournal_0001,,,
1800.08.21_DerbyMercury_0003,1800.08.04_CaledonianMercury_0004,,,
1800.08.21_DerbyMercury_0004,1800.08.21_CaledonianMercury_0003,,,
1800.08.21_TrewmansExeterFlyingPost_0003,1800.08.21_DerbyMercury_0004,,,
1800.08.21_TrewmansExeterFlyingPost_0004,1800.07.07_PortsmouthTelegraph_0004,,,
1800.08.21_TrewmansExeterFlyingPost_0004,1800.08.14_DerbyMercury_0003,,,
1800.08.21_TrewmansExeterFlyingPost_0004,1800.08.21_DerbyMercury_0002,,,
1800.08.23_IpswichJournal_0003,1800.08.21_DerbyMercury_0004,,,
1800.08.23_IpswichJournal_0003,1800.08.21_TrewmansExeterFlyingPost_0003,,,
1800.08.23_IpswichJournal_0004,1800.07.03_DerbyMercury_0001,,,
1800.08.23_IpswichJournal_0004,1800.08.23_JacksonsOxfordJournal_0001,,,
1800.08.23_JacksonsOxfordJournal_0004,1800.08.18_CaledonianMercury_0002,,,
1800.08.23_JacksonsOxfordJournal_0004,1800.08.21_CaledonianMercury_0003,,,
1800.08.23_JacksonsOxfordJournal_0004,1800.08.21_DerbyMercury_0004,,,
1800.08.25_AberdeenJournal_0001,1800.02.11_HullPacket_0004,,,
1800.08.25_AberdeenJournal_0001,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.08.25_AberdeenJournal_0001,1800.03.20_DerbyMercury_0003,,,
1800.08.25_AberdeenJournal_0001,1800.03.29_IpswichJournal_0004,,,
1800.08.25_AberdeenJournal_0001,1800.04.03_DerbyMercury_0003,,,
1800.08.25_AberdeenJournal_0001,1800.04.08_HullPacket_0004,,,
1800.08.25_AberdeenJournal_0001,1800.04.17_DerbyMercury_0001,,,
1800.08.25_AberdeenJournal_0001,1800.04.24_TrewmansExeterFlyingPost_0004,,,
1800.08.25_AberdeenJournal_0001,1800.04.26_IpswichJournal_0004,,,
1800.08.25_AberdeenJournal_0001,1800.05.08_CaledonianMercury_0004,,,
1800.08.25_AberdeenJournal_0001,1800.05.26_CaledonianMercury_0001,,,
1800.08.25_AberdeenJournal_0001,1800.06.05_DerbyMercury_0001,,,
1800.08.25_AberdeenJournal_0001,1800.08.18_CaledonianMercury_0001,,,
1800.08.25_AberdeenJournal_0001,1800.08.21_DerbyMercury_0004,,,
1800.08.25_AberdeenJournal_0001,1800.08.21_TrewmansExeterFlyingPost_0003,,,
1800.08.25_AberdeenJournal_0001,1800.08.23_IpswichJournal_0003,,,
1800.08.25_AberdeenJournal_0002,1800.08.16_JacksonsOxfordJournal_0002,,,
1800.08.25_AberdeenJournal_0002,1800.08.18_CaledonianMercury_0002,,,
1800.08.25_AberdeenJournal_0003,1800.08.21_CaledonianMercury_0003,,,
